carat,cut,color,clarity,depth,table,price,volume
0.34,ideal,d,if,59.8,57.0,2287,57.475067
0.7,ideal,i,si1,62.6,54.0,2287,114.12292
0.7,ideal,i,si1,62.8,56.0,2287,113.524734
0.7,ideal,i,si1,61.0,57.0,2287,114.7139
0.5,ideal,g,if,60.8,54.0,2287,85.28208
0.76,premium,f,si2,59.3,59.0,2287,124.96941
1.01,fair,g,i1,64.5,56.0,2287,160.6266
0.7,very good,i,vs1,62.7,58.0,2288,111.88865
0.73,very good,i,vs1,62.4,56.0,2288,117.95097
0.53,ideal,e,vvs2,62.4,56.0,2288,85.734116
0.76,ideal,h,si2,63.0,56.0,2288,124.524574
0.7,ideal,f,si1,61.3,57.0,2288,116.17548
0.62,good,d,vs2,58.9,64.0,2288,102.618385
0.74,ideal,h,si2,61.4,56.0,2289,120.50607
0.54,ideal,g,if,61.2,57.0,2289,89.42842
0.54,ideal,g,if,61.5,55.0,2289,89.70356
0.51,very good,d,vvs2,63.1,58.0,2289,83.00097
0.7,good,f,si1,64.1,56.0,2289,113.50079
0.53,premium,f,vs2,60.6,58.0,2290,86.70584
0.53,ideal,f,vs2,61.6,56.0,2290,88.85666
0.57,very good,f,vvs2,62.6,58.0,2290,92.62705
0.7,very good,e,si2,60.1,56.0,2290,115.7259
0.7,fair,g,vs1,65.2,57.0,2290,110.79523
0.44,ideal,d,vvs1,60.6,56.0,2290,74.3485
0.44,ideal,d,vvs1,61.0,57.0,2290,72.6189
0.53,ideal,f,vvs2,62.1,56.0,2290,86.563255
0.53,ideal,f,vvs2,62.2,54.0,2290,87.77743
0.7,good,f,vs2,63.8,60.0,2290,109.93356
0.56,premium,f,vvs2,59.5,61.0,2290,90.848785
0.53,premium,f,vvs2,61.4,57.0,2290,86.860794
0.53,ideal,f,vvs2,61.3,55.0,2291,88.74996
0.53,ideal,f,vvs2,61.3,56.0,2291,87.36128
0.71,ideal,f,si2,60.7,57.0,2291,118.20795
1.01,very good,d,i1,63.4,61.0,2291,161.57988
0.74,premium,d,si2,61.8,59.0,2291,123.12085
0.8,premium,j,vs1,60.8,59.0,2292,129.3732
0.77,ideal,j,vs2,61.9,54.0,2292,128.05095
0.56,ideal,d,vs1,62.5,56.0,2292,91.997406
0.77,fair,i,vvs2,59.2,66.0,2292,123.425644
0.7,very good,g,si1,63.5,56.0,2293,115.732796
0.77,very good,h,si2,63.3,58.0,2293,121.51873
0.53,ideal,g,if,60.6,56.0,2293,90.16601
0.53,ideal,g,if,60.3,56.0,2293,90.22624
0.67,good,f,vs1,62.3,62.0,2293,106.3777
0.7,premium,h,vs1,62.3,59.0,2293,114.407845
1.05,fair,h,i1,61.8,57.0,2293,166.23936
0.7,very good,i,vs1,61.4,57.0,2294,115.57145
0.72,very good,d,si2,59.8,60.0,2294,115.790985
0.8,very good,h,si2,62.7,57.0,2294,129.79807
0.71,premium,i,vs2,62.1,59.0,2294,115.94655
0.55,ideal,f,vvs2,61.5,57.0,2294,89.1958
0.55,ideal,f,vvs2,60.8,56.0,2294,90.277214
0.59,ideal,e,vs1,62.3,56.0,2294,97.61472
0.7,ideal,h,si1,62.5,56.0,2294,113.604256
0.7,ideal,h,si1,62.6,55.0,2294,114.32774
0.7,ideal,h,si1,62.5,55.0,2294,115.66404
0.7,ideal,h,si1,62.2,55.0,2294,114.609985
0.85,premium,j,vs2,60.7,58.0,2295,138.0476
0.72,ideal,g,si2,62.6,52.0,2295,119.23126
0.72,ideal,g,si2,62.3,54.0,2295,120.06145
0.75,premium,i,si1,59.1,58.0,2295,120.72712
0.74,ideal,f,si2,60.3,58.0,2295,119.30069
0.75,premium,h,si2,63.0,58.0,2295,121.39547
0.7,very good,h,si1,60.4,61.0,2296,113.39665
0.79,very good,i,si1,61.8,60.0,2296,129.48935
0.52,ideal,d,vs1,62.2,56.0,2296,84.706566
0.58,premium,g,vs2,62.2,58.0,2297,94.493835
0.53,very good,e,vvs2,60.7,59.0,2297,87.14218
0.64,very good,d,vs2,62.2,58.0,2297,104.322075
0.71,premium,f,si1,60.4,58.0,2297,118.68713
0.5,ideal,e,vvs2,61.8,53.6,2297,82.67508
0.57,ideal,e,vs1,61.0,56.0,2297,95.581085
0.72,ideal,g,si2,61.4,56.0,2297,119.547646
0.69,ideal,g,si1,62.4,56.0,2297,114.32916
0.81,fair,i,vs1,66.5,53.0,2297,129.62189
0.58,premium,e,vs1,62.2,58.0,2297,93.85506
0.74,very good,f,si2,59.6,60.0,2298,123.90299
0.7,very good,e,si2,63.2,56.0,2298,112.1232
0.7,very good,e,si2,61.5,56.0,2298,115.16841
0.56,ideal,f,vvs2,61.9,56.0,2298,92.133896
0.7,good,d,si1,64.2,60.0,2298,113.09688
0.6,ideal,f,vvs2,61.8,57.0,2298,96.74049
0.72,ideal,f,si2,61.7,55.0,2298,118.52129
0.7,ideal,h,si2,61.8,57.0,2298,114.16205
0.56,ideal,g,if,61.7,55.0,2298,92.65541
0.56,ideal,g,if,61.8,54.0,2298,93.11456
0.72,premium,f,si2,60.5,59.0,2298,119.025276
0.57,good,f,vvs2,57.6,60.0,2298,94.24957
0.7,premium,d,si2,62.1,60.0,2299,116.14996
0.79,very good,j,vs2,60.8,56.0,2300,131.39854
0.75,very good,i,si1,63.7,56.0,2300,121.007286
0.87,very good,j,si1,61.4,57.0,2300,143.20076
0.71,premium,i,vs2,59.3,59.0,2300,118.74651
0.74,premium,h,si1,62.4,58.0,2300,117.00674
0.75,ideal,j,vs1,62.9,57.0,2300,121.05833
0.72,ideal,f,si2,61.2,58.0,2300,116.37683
0.71,premium,i,vs2,60.4,60.0,2300,115.45248
0.71,fair,g,si1,65.5,55.0,2300,113.44347
0.71,premium,i,vs2,62.8,59.0,2300,113.524734
0.71,good,f,si1,57.9,53.0,2300,114.14864
0.71,fair,g,si2,64.4,58.0,2300,111.578636
0.81,fair,f,si2,68.8,79.0,2301,97.92016
0.51,ideal,e,vvs2,62.5,57.0,2301,82.384895
0.52,ideal,e,vvs2,61.8,56.0,2301,85.69728
0.52,ideal,d,vvs2,61.4,56.0,2302,87.0272
0.59,very good,f,vvs2,63.5,59.0,2302,94.026245
0.54,ideal,d,vvs2,61.2,55.0,2302,90.04433
0.73,ideal,i,vs1,62.1,55.8,2302,120.68532
0.7,very good,g,vs2,63.1,58.0,2302,115.29533
0.52,premium,e,vvs1,59.8,58.0,2302,86.71047
0.77,ideal,h,si2,60.8,57.0,2302,126.37584
0.51,ideal,g,vvs2,61.2,56.0,2303,84.29996
0.76,premium,e,si2,61.3,59.0,2303,122.09769
0.55,ideal,h,vvs1,61.6,55.0,2303,90.432556
0.8,premium,e,si2,59.1,61.0,2304,128.22495
0.56,very good,e,vvs2,60.3,57.0,2304,92.44938
0.7,very good,i,vs1,61.9,58.0,2304,115.619934
0.7,very good,g,si1,62.8,56.0,2304,113.32451
0.51,very good,f,if,59.4,60.0,2304,83.712425
0.96,fair,j,i1,59.5,60.0,2304,145.54277
0.71,ideal,f,si2,62.2,56.0,2304,116.68041
0.72,good,e,si1,63.9,58.0,2305,117.106705
0.7,very good,h,si2,61.6,56.1,2306,116.50552
0.71,good,i,vs1,63.3,56.0,2306,115.413124
0.71,premium,i,vs1,61.8,58.0,2306,116.96256
0.71,good,i,vs1,63.6,56.0,2306,116.26004
0.71,ideal,i,vs1,62.1,56.0,2306,115.013176
0.71,premium,e,si2,61.1,58.0,2306,115.846855
0.61,premium,d,vs1,61.5,58.0,2306,98.47656
0.71,premium,e,si2,61.4,59.0,2306,114.84017
0.61,ideal,f,vs2,61.5,54.0,2306,102.05843
0.6,ideal,e,vs1,62.2,56.0,2306,97.97223
0.72,fair,g,vs2,64.6,55.0,2306,118.60926
0.7,premium,f,si1,59.9,58.0,2306,111.504654
0.61,ideal,f,vs1,60.7,56.0,2306,101.218025
0.87,ideal,h,si2,63.0,57.0,2307,139.22273
0.78,very good,f,si2,61.5,59.0,2307,126.99918
0.7,very good,e,si2,63.2,61.0,2307,111.21193
0.7,premium,e,si2,60.6,59.0,2307,114.85671
0.54,ideal,d,vs2,61.6,55.0,2307,89.6427
0.81,ideal,j,si1,62.0,56.0,2307,134.9514
0.7,good,e,si2,63.7,61.0,2307,113.07072
0.7,premium,e,si2,62.9,59.0,2307,112.20136
0.75,premium,d,si2,60.3,61.0,2307,121.97708
0.76,ideal,j,vs1,61.9,54.0,2307,124.65131
0.71,ideal,g,si1,61.1,57.0,2307,116.78198
0.71,ideal,i,vvs2,62.4,54.0,2308,117.74619
0.71,ideal,e,si1,61.5,57.0,2308,117.44729
0.71,ideal,e,si1,62.0,56.0,2308,117.49566
0.72,good,e,si2,57.9,56.0,2308,118.2946
0.72,ideal,e,si2,61.8,55.0,2308,118.1119
0.71,good,f,si1,63.7,58.0,2308,113.99327
0.64,ideal,h,vvs1,62.2,58.0,2308,103.454666
0.67,very good,f,vs2,59.4,59.5,2309,111.62881
0.67,very good,g,vs1,59.9,57.4,2309,111.893845
0.73,premium,f,si2,61.6,58.0,2309,117.77728
0.74,ideal,g,si1,62.7,56.0,2309,119.76969
0.67,good,f,vs2,58.1,62.0,2309,112.83148
0.67,good,f,vs2,58.7,61.5,2309,110.634735
0.61,ideal,g,vs1,62.6,55.0,2309,101.099
0.7,ideal,d,si1,61.2,54.0,2310,117.52252
0.5,very good,d,vvs2,63.3,55.0,2310,82.512405
0.7,very good,g,si1,61.7,56.0,2310,114.558395
0.7,premium,e,si1,62.4,60.0,2310,114.00073
0.7,very good,e,si2,59.6,63.0,2310,112.482445
0.62,very good,d,vs1,63.4,55.0,2310,102.284904
0.51,premium,f,vvs2,61.9,56.0,2310,84.6055
0.7,ideal,g,si1,61.9,58.0,2310,114.8902
0.9,fair,g,i1,66.0,58.0,2310,137.02518
0.7,good,e,si2,57.8,61.0,2310,115.66902
0.7,good,d,si2,58.5,65.0,2310,112.724365
0.7,very good,e,si2,63.5,54.0,2310,115.529755
0.62,very good,d,vs2,59.2,59.1,2311,102.563995
0.72,good,g,vs2,63.4,53.0,2311,120.55243
0.83,good,j,si1,63.8,58.0,2311,134.98169
0.72,premium,h,si1,62.2,57.0,2311,117.4173
0.83,premium,j,si1,62.8,58.0,2311,133.87498
0.55,very good,e,vvs2,59.6,59.0,2312,91.47262
0.78,very good,j,vs2,63.0,58.0,2312,126.496155
0.7,very good,h,vs2,63.6,56.0,2312,112.554955
0.7,very good,f,si1,61.4,59.0,2312,112.79331
0.7,very good,f,si1,60.3,59.0,2312,114.92432
0.7,very good,f,si1,61.3,58.0,2312,114.11398
0.7,very good,e,si1,60.3,60.0,2312,116.99772
0.78,fair,f,si2,64.6,53.0,2312,126.36525
0.72,ideal,i,vs2,61.6,55.0,2312,118.18944
0.7,ideal,g,si1,61.1,57.0,2312,115.845436
0.7,good,d,si2,59.3,64.0,2312,114.58945
0.54,premium,e,vvs2,61.0,59.0,2313,89.598434
0.7,very good,f,si1,61.7,59.0,2313,111.80284
0.71,very good,e,si2,62.2,58.0,2313,115.53971
0.82,very good,j,si1,62.9,57.0,2313,129.92918
0.6,ideal,g,vvs2,61.4,59.0,2313,96.16112
0.71,ideal,i,si1,61.9,55.0,2313,115.82172
0.71,ideal,h,si1,62.7,55.0,2313,114.85271
0.71,ideal,h,si1,61.1,57.0,2313,114.91375
0.71,ideal,h,si1,62.1,57.0,2313,115.21425
0.7,good,f,si1,60.0,62.0,2313,115.91847
0.63,ideal,d,si1,62.0,56.0,2313,102.289
0.81,premium,i,si1,61.8,58.0,2313,129.84033
0.81,ideal,h,si2,63.0,57.0,2313,130.72159
0.81,premium,h,si2,61.6,62.0,2313,130.3584
0.52,very good,f,vvs1,62.0,57.0,2314,83.68648
0.55,very good,g,if,60.2,60.0,2314,91.35725
0.7,good,e,vs2,63.8,56.0,2314,111.75456
0.72,premium,f,si1,61.6,60.0,2314,117.77728
0.7,premium,g,vs2,62.1,60.0,2314,113.8831
0.71,good,h,vs1,63.6,55.0,2315,112.55139
0.71,ideal,i,vs2,62.1,59.0,2315,115.94655
0.7,very good,i,vs2,60.1,57.0,2316,117.60532
0.78,very good,h,si2,62.7,56.0,2316,126.79991
0.76,very good,i,si1,57.5,62.0,2316,127.58515
0.83,good,h,si2,63.9,56.0,2316,135.33386
0.72,premium,g,si1,61.3,56.0,2316,118.060425
0.9,premium,f,i1,61.9,59.0,2316,145.4228
0.6,premium,f,vvs2,62.4,56.0,2316,99.10701
0.72,premium,h,vs2,61.7,56.0,2316,117.37045
0.59,very good,h,if,61.7,56.0,2317,99.79738
0.7,premium,g,vs2,61.7,58.0,2317,114.563324
0.7,premium,g,vs2,60.8,58.0,2317,117.05851
0.71,ideal,g,si1,62.3,56.0,2317,116.273155
0.71,premium,f,si1,61.1,62.0,2317,115.64468
0.71,premium,d,si2,61.6,60.0,2317,112.19652
0.51,ideal,e,vvs1,62.4,55.0,2317,82.710526
0.79,premium,i,si1,61.8,60.0,2317,129.48935
0.73,fair,e,si1,64.6,59.0,2317,117.45525
0.71,ideal,h,si2,62.7,55.0,2317,114.0453
0.56,ideal,f,vs2,62.7,55.0,2318,93.08085
0.56,premium,f,vs2,60.7,57.0,2318,94.00698
0.54,very good,d,vvs2,62.1,55.0,2318,89.06496
0.65,very good,h,vvs1,61.6,58.0,2318,107.05763
0.72,very good,g,si1,63.3,53.0,2318,117.49249
0.72,ideal,g,si1,62.0,56.0,2318,116.555374
0.8,fair,g,si2,64.6,55.0,2318,126.35625
0.71,fair,i,vs1,57.1,57.0,2318,116.366875
0.7,good,d,si1,64.2,60.0,2318,113.09688
0.7,fair,e,si1,65.2,58.0,2318,111.70524
0.7,fair,d,si1,64.6,57.0,2318,112.60312
0.56,ideal,g,vvs1,62.0,56.0,2318,91.78753
0.56,ideal,f,vvs2,61.9,56.0,2318,92.133896
0.72,premium,h,vs2,61.1,58.0,2318,116.783745
0.72,premium,f,si1,62.6,59.0,2318,116.92494
0.7,very good,e,si1,63.4,56.0,2318,114.27359
0.6,ideal,f,vvs2,61.8,57.0,2318,96.74049
0.56,ideal,f,vvs2,60.3,56.0,2318,93.43025
0.7,very good,d,si1,62.5,63.0,2318,113.602135
0.7,good,d,si1,64.2,62.0,2318,106.78108
0.72,premium,g,si1,60.8,58.0,2318,116.85492
0.74,very good,f,si2,61.7,57.0,2319,121.388664
0.71,very good,f,vs2,63.2,59.0,2319,112.83775
0.7,ideal,f,si1,61.6,56.0,2319,114.03674
0.7,premium,f,si1,60.2,58.0,2319,113.2704
0.7,premium,f,si1,61.9,58.0,2319,112.84124
0.61,premium,f,vvs2,63.0,60.0,2319,94.81002
0.59,ideal,d,vs1,62.0,56.0,2319,96.025536
0.71,ideal,i,si1,61.6,55.0,2319,115.89977
0.71,ideal,i,si1,60.2,60.0,2319,116.26088
0.71,ideal,i,si1,62.3,53.0,2319,117.89226
0.71,ideal,i,si1,62.0,54.0,2319,116.7595
0.71,ideal,i,si1,62.1,55.0,2319,115.33631
0.71,ideal,i,si1,61.0,56.0,2319,116.9872
0.7,premium,d,si2,62.1,60.0,2319,116.14996
0.57,ideal,e,vs2,61.3,57.0,2319,93.06486
0.57,ideal,e,vs2,61.0,54.0,2319,96.583405
0.51,very good,e,vvs2,61.3,55.0,2320,83.81078
0.51,very good,e,vvs2,61.8,56.0,2320,84.17715
0.71,good,f,vs2,63.0,59.0,2320,111.805595
0.63,ideal,g,vs2,61.9,58.0,2320,102.66233
0.73,ideal,h,si1,62.6,57.0,2320,115.98358
0.72,premium,e,si2,60.4,58.0,2320,117.73861
0.56,very good,f,vvs1,61.7,56.0,2321,90.882286
0.73,ideal,g,si1,62.3,54.0,2321,121.2303
0.8,very good,j,vs1,63.4,56.0,2321,129.18109
0.57,ideal,f,vvs2,60.2,57.0,2321,94.59385
0.62,ideal,g,vs2,61.6,55.0,2321,103.59903
0.56,ideal,g,if,62.2,54.0,2321,93.67963
0.56,ideal,g,if,62.0,54.0,2321,92.76484
0.53,premium,d,vs1,61.3,58.0,2321,87.96684
0.87,premium,j,si1,61.4,57.0,2321,143.20076
0.71,premium,e,si2,62.7,59.0,2322,114.85271
0.74,good,g,vs2,64.2,53.0,2322,119.121284
0.95,fair,j,i1,64.9,56.0,2322,150.66399
0.57,ideal,f,vvs2,61.6,57.0,2322,93.81501
0.59,ideal,g,vvs1,61.5,57.0,2322,95.80464
0.66,very good,h,vvs1,61.9,59.0,2323,109.91058
0.81,ideal,i,si1,62.2,57.0,2323,132.00551
1.01,very good,i,si1,60.9,63.0,2323,164.92564
0.51,premium,e,vvs1,61.4,60.0,2323,80.51316
0.54,ideal,d,vvs2,61.2,55.0,2323,90.04433
0.54,premium,d,vvs2,59.1,60.0,2323,90.44679
0.7,very good,e,si2,60.8,57.0,2324,112.01819
0.61,ideal,e,vs1,62.1,57.0,2324,100.02332
0.7,very good,f,vs2,62.2,56.0,2325,115.73888
0.6,ideal,d,vs2,61.5,55.0,2325,98.660255
0.71,ideal,g,si2,60.6,57.0,2325,120.73063
0.71,very good,i,vs1,62.3,60.0,2326,116.06917
0.71,very good,f,si2,61.6,59.0,2326,115.896965
0.72,very good,i,vs2,62.1,57.5,2326,117.21309
0.31,very good,h,vs1,62.4,58.0,544,49.967293
0.31,good,e,si1,63.4,57.0,544,51.1347
0.31,very good,h,vs1,61.5,61.0,544,49.756367
0.31,good,e,si1,63.3,55.0,544,51.9167
0.31,very good,h,vs1,61.8,61.0,544,50.47834
0.31,premium,g,vs2,62.4,59.0,544,51.70503
0.31,very good,e,si1,58.3,60.0,544,52.936577
0.31,premium,g,vs2,59.2,60.0,544,51.96196
0.31,premium,g,vs2,61.5,60.0,544,49.756367
0.31,very good,g,vs2,61.0,56.0,544,50.56527
0.31,ideal,h,vs1,61.6,56.0,544,50.712036
0.31,good,e,si1,63.1,54.0,544,51.065742
0.31,good,e,si1,63.4,55.0,544,51.253345
0.31,premium,g,vs2,61.7,58.0,544,50.059303
0.31,good,e,si1,63.1,55.0,544,51.72791
0.31,ideal,h,vs1,62.4,55.0,544,51.16155
0.31,very good,h,vs1,62.9,58.0,544,50.87869
0.31,ideal,g,vs2,62.7,57.0,544,50.691635
0.31,ideal,h,vs1,62.1,54.0,544,50.54779
0.31,ideal,g,vs2,61.6,55.0,544,51.79761
0.31,good,e,si1,63.1,57.0,544,51.06465
0.31,good,g,vs2,63.4,59.0,544,50.594547
0.31,very good,e,si1,62.3,56.0,544,52.492443
0.31,very good,e,si1,62.8,57.0,544,50.996742
0.31,premium,g,vs2,61.7,59.0,544,49.94342
0.31,very good,g,vs2,60.7,61.0,544,49.954346
0.31,premium,g,vs2,60.9,58.0,544,50.68098
0.31,very good,i,vvs2,62.2,57.0,544,51.397316
0.31,premium,i,vvs2,62.1,58.0,544,49.898926
0.31,good,e,vs2,63.4,55.0,544,51.678
0.73,very good,f,si1,61.6,62.0,2326,116.100296
0.73,very good,f,si1,59.3,61.0,2326,117.80263
0.59,premium,d,vs1,61.9,58.0,2326,94.5614
0.71,ideal,h,si1,62.3,54.0,2326,118.363396
0.76,good,i,si1,64.3,60.0,2326,116.81342
0.68,premium,g,vs1,58.6,59.0,2326,113.449745
0.7,ideal,h,si2,61.6,56.0,2326,116.50552
1.0,fair,g,si2,70.2,58.0,2326,141.98941
0.74,very good,i,vs2,60.8,59.0,2327,121.074524
0.73,ideal,i,vs2,62.1,54.0,2327,120.8952
0.73,ideal,i,vs2,61.6,54.0,2327,121.810135
0.74,ideal,h,si2,62.1,57.0,2327,119.93293
0.74,ideal,i,si1,62.3,57.0,2327,120.06145
0.74,good,h,vs2,63.0,57.0,2327,119.47592
0.71,premium,i,vs1,61.8,58.0,2327,116.96256
0.71,good,i,vs1,63.6,56.0,2327,116.26004
0.71,ideal,i,vs1,62.1,56.0,2327,115.013176
0.71,very good,i,vs1,63.3,56.0,2327,115.413124
0.71,good,i,vs1,61.5,64.0,2327,114.22945
0.71,fair,f,si2,60.1,68.0,2327,114.788956
1.14,good,g,i1,63.7,56.0,2327,182.3913
0.71,very good,i,vs1,59.0,57.0,2328,119.017075
0.74,premium,f,si2,61.4,57.0,2328,120.50892
0.74,premium,f,si2,59.6,58.0,2328,121.76787
0.72,ideal,d,si2,61.2,57.0,2328,118.26432
0.71,ideal,h,si1,60.7,59.0,2328,117.26033
0.76,fair,h,si1,61.9,70.0,2328,120.97151
0.74,premium,g,si2,62.8,54.0,2328,119.14733
0.7,premium,g,vs2,58.2,60.0,2328,114.09259
0.71,ideal,e,si1,62.0,56.0,2329,117.49566
0.71,ideal,e,si1,61.5,57.0,2329,117.44729
0.7,premium,g,vs1,62.9,59.0,2329,110.18586
0.48,very good,d,vvs2,59.5,57.0,2329,80.84275
0.73,very good,i,vs2,59.0,61.0,2329,118.813644
0.8,very good,i,si2,60.7,56.0,2329,132.63951
0.76,premium,e,si2,59.3,62.0,2329,127.15959
0.71,premium,e,si1,58.9,61.0,2329,113.1945
0.75,premium,h,si1,60.2,59.0,2329,123.57408
0.73,premium,f,si2,62.0,57.0,2329,119.39444
0.75,premium,i,vs2,60.0,57.0,2329,124.20385
0.82,premium,e,si2,60.0,56.0,2329,135.96461
0.7,premium,h,vs2,60.8,59.0,2330,114.05839
0.7,good,h,vs2,64.2,58.0,2330,112.38064
0.7,good,h,vs2,63.9,59.0,2330,113.38656
0.7,premium,h,vs2,61.8,60.0,2330,114.16346
0.73,very good,g,si1,59.8,61.0,2330,119.02819
0.7,very good,h,vs2,61.6,55.0,2330,115.89873
0.73,ideal,h,si1,62.8,57.0,2330,119.145874
0.73,fair,i,vs1,55.9,66.0,2330,124.48454
0.75,premium,h,si1,60.7,62.0,2331,121.28007
0.61,ideal,g,vvs2,62.4,53.8,2331,100.137215
0.71,good,f,si1,63.9,57.0,2331,111.55429
0.55,premium,d,vvs2,58.7,57.0,2331,93.24269
0.7,premium,h,si1,62.8,57.0,2331,112.404205
0.7,premium,h,si1,60.9,62.0,2331,111.82028
0.7,premium,h,si1,60.0,60.0,2331,115.91579
0.7,premium,h,si1,59.0,60.0,2331,117.12031
0.71,ideal,f,si2,59.3,57.0,2331,117.80124
0.71,premium,f,si2,60.2,60.0,2331,116.46168
0.7,very good,g,vs2,63.5,57.0,2331,115.73568
0.53,premium,e,vvs2,62.4,56.0,2331,86.66833
0.7,very good,i,vs1,62.2,57.0,2332,115.54113
0.71,very good,i,vs1,61.1,57.0,2332,117.72551
0.64,very good,d,vs2,58.6,59.0,2332,109.60529
0.65,very good,i,if,61.0,55.0,2332,112.339516
0.78,ideal,h,si2,61.6,54.0,2332,127.13501
0.7,ideal,e,si2,62.0,58.0,2332,113.56223
0.7,ideal,e,si2,61.0,55.0,2332,117.19066
0.72,premium,e,si1,62.8,52.0,2333,119.35237
0.54,ideal,f,vs2,61.3,57.0,2333,89.5343
0.71,very good,f,si1,61.1,57.0,2333,114.7139
0.71,very good,f,si1,61.9,56.0,2333,113.76288
0.7,premium,f,si1,62.5,59.0,2333,113.40567
0.96,good,i,i1,58.6,64.0,2333,146.45021
0.54,ideal,f,vvs2,61.8,55.0,2333,89.91937
0.7,premium,h,vs1,62.3,60.0,2333,111.254715
0.7,premium,e,si1,62.9,58.0,2333,113.12003
0.52,ideal,f,vvs1,62.3,56.0,2333,85.1369
0.54,ideal,f,vvs2,61.2,55.0,2333,89.08935
0.72,good,g,si2,63.7,59.0,2333,117.72453
0.72,premium,i,vs2,60.9,60.0,2333,117.59616
0.72,very good,f,si1,63.1,55.0,2333,118.31774
0.71,very good,g,si1,61.7,56.0,2334,115.49454
0.77,very good,f,si2,59.7,57.0,2334,129.6654
0.54,ideal,f,vvs2,62.3,53.7,2334,89.510475
0.89,fair,i,vs1,68.2,65.0,2334,131.62279
0.52,ideal,d,vvs2,59.9,57.0,2334,86.37764
0.72,premium,h,si1,59.9,58.0,2334,118.61986
0.7,very good,h,vs2,60.0,57.0,2335,115.19032
0.7,very good,e,si2,59.8,58.0,2335,113.73466
0.73,premium,e,si2,60.6,59.0,2335,119.7729
0.73,ideal,i,vs2,62.2,54.0,2335,119.52115
0.7,ideal,g,si1,61.1,55.0,2335,115.64468
0.71,ideal,f,si1,60.9,56.0,2335,118.74885
0.7,good,i,vvs2,59.7,59.0,2335,113.403
0.73,very good,e,si2,63.2,60.0,2335,119.060356
0.71,very good,g,vs2,62.3,63.0,2335,113.48244
0.7,good,h,si1,63.7,59.0,2335,109.43097
0.7,premium,e,si2,63.0,58.0,2335,114.567
0.59,ideal,g,vs2,61.9,57.0,2336,97.21337
0.56,very good,g,vvs2,62.1,55.6,2336,92.415764
1.17,fair,i,i1,64.5,59.0,2336,183.40833
1.03,premium,h,i1,62.9,59.0,2336,161.532
0.72,very good,i,vs2,63.3,55.0,2337,118.43915
0.72,very good,i,vs2,61.1,56.0,2337,117.72692
0.72,very good,i,vs2,63.9,58.0,2337,116.173035
0.73,very good,h,vs2,63.1,57.3,2337,115.615944
0.7,very good,d,si2,61.4,58.0,2337,114.84017
0.72,ideal,i,vs2,61.1,56.0,2337,118.67213
0.72,ideal,e,si2,61.7,57.0,2337,117.368675
0.7,good,f,si1,59.7,64.0,2337,112.091866
0.75,premium,d,si2,60.6,56.0,2337,125.81514
0.83,good,h,si2,63.9,56.0,2337,135.33386
0.52,ideal,g,vvs2,61.7,55.0,2338,87.739525
0.77,good,h,si1,63.0,65.0,2338,121.60075
0.7,very good,g,vs2,63.4,58.0,2338,111.324814
0.76,ideal,h,si1,61.7,56.0,2338,123.753685
0.97,fair,f,si2,67.2,61.0,2338,148.3524
0.7,fair,g,vs2,65.3,57.0,2338,110.18658
0.57,ideal,f,vvs2,62.0,55.0,2339,92.59048
0.57,ideal,f,vvs2,62.1,56.0,2339,94.03213
0.71,very good,h,si2,62.2,55.1,2339,115.74419
0.82,fair,g,si1,66.4,54.0,2339,132.55399
0.7,premium,d,si1,62.1,62.0,2339,109.32559
0.7,fair,d,si1,66.5,55.0,2339,110.00991
0.57,ideal,f,vvs1,61.9,54.8,2339,93.7464
0.6,ideal,e,vs1,59.6,59.0,2339,98.37468
1.05,premium,i,i1,61.8,56.0,2339,170.10388
0.72,ideal,i,vvs2,62.4,53.0,2340,119.645996
0.71,ideal,e,si2,58.7,57.0,2340,118.73298
0.58,ideal,f,vvs2,62.0,55.0,2340,95.08968
0.72,ideal,f,si2,61.7,55.0,2340,119.67961
0.78,premium,f,si2,60.6,57.0,2340,128.23154
0.53,ideal,d,vs1,61.6,56.0,2340,87.13128
0.71,premium,e,si2,60.5,59.0,2340,115.99015
0.65,ideal,f,vs1,62.2,57.0,2340,107.149284
0.78,ideal,e,si2,60.8,56.0,2340,128.1538
0.73,premium,e,si2,60.1,59.0,2341,119.91353
0.51,premium,f,vvs1,62.6,57.0,2341,82.06308
1.01,fair,i,i1,56.1,63.0,2342,166.6357
0.71,ideal,g,si1,62.8,56.0,2342,118.40399
0.91,good,e,i1,57.7,63.0,2342,146.01826
0.7,premium,e,si2,61.8,60.0,2342,110.303825
0.7,very good,f,si1,60.3,57.0,2343,114.72549
0.71,very good,f,si1,63.1,57.0,2343,115.29533
0.7,ideal,i,si1,61.2,55.0,2343,115.442505
0.7,ideal,f,si1,61.8,58.0,2343,116.02349
0.71,premium,e,si2,62.7,59.0,2343,114.85271
0.71,very good,e,si2,58.4,63.0,2343,115.36201
0.71,premium,f,si2,62.0,59.0,2343,112.642914
1.02,good,g,i1,57.4,59.0,2344,166.53119
0.81,premium,h,si2,60.0,59.0,2344,130.31674
0.9,good,g,i1,63.6,61.0,2344,140.91809
0.62,fair,e,vs1,58.8,67.0,2344,103.72119
0.63,premium,e,vs2,62.4,59.0,2344,102.70261
0.62,ideal,f,vs1,61.9,55.0,2344,96.06379
0.71,very good,f,si1,64.0,58.0,2345,113.90184
0.72,very good,e,si2,59.8,58.0,2345,119.778404
